RAZAO_SOCIAL;ENDERECO;BAIRRO;BANDEIRA;PRECO_VENDA;PRECO_COMPRA;MODALIDADE_DE_COMPRA;FORNECEDOR;DATA_COLETA;CIDADE;UF;COMBUSTIVEL
Postos de Serviços da Fonte Ltda.;Estrada de Aldeia, S/n Km 5,5 - Rod. Pe 27;Aldeia;PETROBRAS DISTRIBUIDORA S.A.;3,599;3.206;CIF;-;14/09/2016;CAMARAGIBE;PE;Gasolina
Supergas Combustiveis Ltda;Avenida Belmino Correa, 2569;Timbi;BRANCA;3,599;NaN;-;-;14/09/2016;CAMARAGIBE;PE;Gasolina
Dm Combustíveis Ltda.;Avenida Doutor Belminio Correia, 585;Timbi;BRANCA;3,599;3.197;FOB;PETROBRAS DISTRIBUIDORA S.A.;14/09/2016;CAMARAGIBE;PE;Gasolina
Posto Quatro de Camaragibe Ltda;Avenida Belmiro Correia, S/n;Alberto Maia;IPIRANGA;3,69;NaN;-;-;14/09/2016;CAMARAGIBE;PE;Gasolina
Petrojato - Petroleo e Serviços Ltda;Rua Silveira Martins, 238;Petrópolis;BRANCA;3,489;3.28;CIF;DISLUB;14/09/2016;CARUARU;PE;Gasolina
Posto Jardim Panorama Ltda.;Rua Professor Esmeralda Barros, 09;Boa Vista;ALESAT;3,49;NaN;-;-;14/09/2016;CARUARU;PE;Gasolina
Ffffffjosé Arimateia de Sales Combustiveis;Rua Presidente  Castelo Branco, 12;Cidade Alta;BRANCA;3,49;NaN;-;-;14/09/2016;CARUARU;PE;Gasolina
A N P Alves Auto Posto Combustiveis Ltda;Rua Paraense, 346 0;Divinopolis;DISLUB;3,499;NaN;-;-;14/09/2016;CARUARU;PE;Gasolina
H S M Combustíveis Ltda;Rua Dalton Santos, 195;Sao Francisco;BRANCA;3,59;NaN;-;-;14/09/2016;CARUARU;PE;Gasolina
Posto Mahon Ltda.;Rua Brasil, 417;Salgado;BRANCA;3,59;NaN;-;-;14/09/2016;CARUARU;PE;Gasolina
Alves Auto Posto Combustíveis Ltda.;Rodovia Br 104, S/n Km 33,4 - Segundo Distrito;Zona Rural;DISLUB;3,599;NaN;-;-;14/09/2016;CARUARU;PE;Gasolina
Posto de Combustíveis Jm Ltda.;Avenida Vera Cruz, 500;Sao Francisco;PETROBRAS DISTRIBUIDORA S.A.;3,599;3.171;FOB;-;14/09/2016;CARUARU;PE;Gasolina
Lcels - Distribuidora de Combustiveis e Gas Ltda;Rua Joaquim Távora, 432;São Francisco;BRANCA;3,64;NaN;-;-;14/09/2016;CARUARU;PE;Gasolina
Auto Posto Lorena e Filhos Ltda.;Rua Felipe Camarão, 215;Centro;BRANCA;3,699;NaN;-;-;14/09/2016;CARUARU;PE;Gasolina
Agreste Combustiveis Ltda;Rua Leao Dourado, 254;Sao Francisco;IPIRANGA;3,699;NaN;-;-;14/09/2016;CARUARU;PE;Gasolina
R S Pneus Ltda;Avenida Jose Marques Fontes, 760;Indianopolis;RAIZEN;3,699;NaN;-;-;14/09/2016;CARUARU;PE;Gasolina
Ibefil Combustiveis Ltda;Avenida Agamenon Magalhaes, 1416;Mauricio de Nassau;IPIRANGA;3,79;3.327;FOB;-;14/09/2016;CARUARU;PE;Gasolina
Posto Petroturbo Ltda.;Avenida Rui Barbosa, 823;Divinópolis;BRANCA;3,8;3.085;FOB;PETROBAHIA;14/09/2016;CARUARU;PE;Gasolina
Oliveira Lima Ltda;Avenida dos Estados, 175;Nova Caruaru;PETROBRAS DISTRIBUIDORA S.A.;3,83;3.22;FOB;-;14/09/2016;CARUARU;PE;Gasolina
Joao Alves de Lima Filho;Praca Dom Moura, 184;Centro;BRANCA;3,73;NaN;-;-;13/09/2016;GARANHUNS;PE;Gasolina
Auto Posto Br 424 Ltda.;Avenida  Manoel Alves do Nascimento, S/n;Boa Vista;BRANCA;3,73;NaN;-;-;13/09/2016;GARANHUNS;PE;Gasolina
Farias Combustíveis Ltda.;Avenida Rui Barbosa, 113;Heliópolis;PETROBRAS DISTRIBUIDORA S.A.;3,73;NaN;-;-;13/09/2016;GARANHUNS;PE;Gasolina
Barbosa e Bezerra Combustiveis Ltda;Avenida   Deolinda Silvestre Valenca, 07;Francisco Simao dos Santos Figueira;BRANCA;3,749;NaN;-;-;13/09/2016;GARANHUNS;PE;Gasolina
Auto Posto J.b Me.;Rua Deolinda Silvestre Valença, 56;Boa Vista;RAIZEN;3,769;3.15;FOB;-;13/09/2016;GARANHUNS;PE;Gasolina
3auto Posto Jb Ltda.;Avenida Euclides Dourado, 363;Heliopolis;RAIZEN;3,77;NaN;-;-;13/09/2016;GARANHUNS;PE;Gasolina
Sete Colinas Combustiveis Ltda;Rua Melo Peixoto, 280;Santo Antônio;PETROBRAS DISTRIBUIDORA S.A.;3,779;NaN;-;-;13/09/2016;GARANHUNS;PE;Gasolina
Alvorada Combustíveis Ltda.;Rua Julia Brasileiro Vila Nova, 770;Boa Vista;PETROBRAS DISTRIBUIDORA S.A.;3,78;NaN;-;-;13/09/2016;GARANHUNS;PE;Gasolina
Caçulinha Combustiveis Ltda;Rua Luiz Burgos, 2194;Boa Vista;RAIZEN;3,795;3.158;FOB;-;13/09/2016;GARANHUNS;PE;Gasolina
Caçulinha Combustiveis Ltda;Rodovia Br 423, 672 Km 94,4;Heliópolis;RAIZEN;3,795;3.153;FOB;-;13/09/2016;GARANHUNS;PE;Gasolina
Caçulinha Combustiveis Ltda;Rua Sao Vicente, S/n;Heliópolis;RAIZEN;3,795;3.158;FOB;-;13/09/2016;GARANHUNS;PE;Gasolina
Caçulinha Combustiveis Ltda;Rua Marechal Rondon, S/n Rodovia Br 423, Km 97,5;Heliópolis;RAIZEN;3,95;3.158;FOB;-;13/09/2016;GARANHUNS;PE;Gasolina
Motogas Industria de Compressao e Comercio de Gas Natural Ltda;Rodovia Pe 49, S/n Km 24,4;Centro;BRANCA;3,68;NaN;-;-;12/09/2016;GOIANA;PE;Gasolina
Vieira & Rabelo Ltda.;Rodovia Pe 62, S/n Km 01;Centro;BRANCA;3,75;NaN;-;-;12/09/2016;GOIANA;PE;Gasolina
Posto Santa Isabel Ltda;Praca Duque de Caxias, 10;Centro;IPIRANGA;3,799;NaN;-;-;12/09/2016;GOIANA;PE;Gasolina
Albuquerque Pneus Ltda.;Rodovia Pe 75, S/n Km 4,5;Centro;PETROBRAS DISTRIBUIDORA S.A.;3,799;NaN;-;-;12/09/2016;GOIANA;PE;Gasolina
Sant'ana Posto de Combustivel Ltda - Me;Av. Marechal Hermes da Fonseca, 3665;Centro;FEDERAL;3,599;3.125;FOB;-;13/09/2016;GRAVATA;PE;Gasolina
Vieira & Rabelo Ltda.;Avenida Cícero Batista de Oliveira, S/n;Prado;BRANCA;3,69;3.095;FOB;TOTAL;13/09/2016;GRAVATA;PE;Gasolina
Posto Fórmula 1 Ltda.;Avenida Cicero Batista de Oliveira, 1375;Prado;PETROBRAS DISTRIBUIDORA S.A.;3,7;3.341;FOB;-;13/09/2016;GRAVATA;PE;Gasolina
Petrosul Petroleo Suico Ltda;Avenida Cicero Batista de Oliveira, 301;Nossa Senhora das Graças;PETROBRAS DISTRIBUIDORA S.A.;3,83;NaN;-;-;13/09/2016;GRAVATA;PE;Gasolina
Posto Alpes Suico Ltda;Avenida Cicero Batista de Oliveira, 2272;Centro;PETROBRAS DISTRIBUIDORA S.A.;3,83;NaN;-;-;13/09/2016;GRAVATA;PE;Gasolina
Gerson J. Ferreira;Rua Quintino Bocaiuva, 29;Centro;IPIRANGA;3,84;NaN;-;-;13/09/2016;GRAVATA;PE;Gasolina
Sandra V. R. Bezerra;Rua Agamenon Magalhaes, 651;Centro;ALESAT;3,88;3.235;FOB;-;13/09/2016;GRAVATA;PE;Gasolina
Auto Posto Luana Ltda - Me;Avenida Barao de Vera Cruz, 1612;Cruz de Reboucas;SP;3,38;NaN;-;-;12/09/2016;IGARASSU;PE;Gasolina
Farias Alves & Correia Ltda;Avenida Mario Melo, S/n;Centro;BRANCA;3,39;NaN;-;-;12/09/2016;IGARASSU;PE;Gasolina
Posto Cassino Ltda;Rodovia Br 101, 250 Km 26 Norte;Cruz de Rebouças;BRANCA;3,39;3.08;FOB;TOTAL;12/09/2016;IGARASSU;PE;Gasolina
Cjcm Petroleo Ltda;Avenida Barao de Vera Cruz, S/n Rod. Br 101 Km 24;Cruz do Reboucas;RAIZEN;3,399;NaN;-;-;12/09/2016;IGARASSU;PE;Gasolina
Posto Treze Ltda.;Rodovia Br 101 Norte, 250 Km 29;Centro;BRANCA;3,399;3.07;FOB;FEDERAL;12/09/2016;IGARASSU;PE;Gasolina
Posto Pais & Filhos Derivados de Petroleo Ltda. - Me.;Avenida Barao de Vera Cruz, 1623;Cruz de Rebouças;TOTAL;3,399;3.06;FOB;-;12/09/2016;IGARASSU;PE;Gasolina
Cemopel - Cm Petroleo Ltda.;Avenida Barão Vera Cruz, 975;Cruz de Rebouças;RAIZEN;3,399;NaN;-;-;12/09/2016;IGARASSU;PE;Gasolina
Barros e Almeida Ltda;Rodovia Br 101 Norte, S/n Km 43,498;Centro;IPIRANGA;3,899;3.351;CIF;-;12/09/2016;IGARASSU;PE;Gasolina
Posto B.s. Comercio de Combustivel Ltda;Avenida Copacabana, 326;Piedade;PETROBRAS DISTRIBUIDORA S.A.;3,37;3.167;FOB;-;13/09/2016;JABOATAO DOS GUARARAPES;PE;Gasolina
Prazeres Combustíveis Ltda;Avenida Doutor Júlio Maranhão, 3062;Prazeres;RAIZEN;3,379;NaN;-;-;13/09/2016;JABOATAO DOS GUARARAPES;PE;Gasolina
Posto Sul Ltda;Rodovia Br 101 Sul, S/n Km 18;Prazeres;DISLUB;3,379;3.199;FOB;-;13/09/2016;JABOATAO DOS GUARARAPES;PE;Gasolina
Posto Apipucos Ltda.;Avenida Ayrton Senna da Silva, 480;Piedade;PETROBRAS DISTRIBUIDORA S.A.;3,379;NaN;-;-;13/09/2016;JABOATAO DOS GUARARAPES;PE;Gasolina
Posto Ouricuri Ltda;Estrada da Batalha, 2008;Prazeres;PETROBRAS DISTRIBUIDORA S.A.;3,389;3.342;CIF;-;13/09/2016;JABOATAO DOS GUARARAPES;PE;Gasolina
Auto Posto Vasconcelos Ltda.;Estrada da Batalha, 1780;Jardim Jordão;BRANCA;3,399;3.271;FOB;PETROBRAS DISTRIBUIDORA S.A.;13/09/2016;JABOATAO DOS GUARARAPES;PE;Gasolina
Auto Posto Candeias Combustíveis Ltda.;Avenida Presidente  Castelo Branco, 1990;Candeias;PETROBRAS DISTRIBUIDORA S.A.;3,499;NaN;-;-;13/09/2016;JABOATAO DOS GUARARAPES;PE;Gasolina
Posto Jardim Piedade Ltda;Rua São Sebastião, 791;Jardim Piedade;IPIRANGA;3,59;3.321;FOB;-;13/09/2016;JABOATAO DOS GUARARAPES;PE;Gasolina
Posto Sul Ltda;Rodovia Br 101-sul, S/n Km 83,7;Prazeres;DISLUB;3,59;3.199;FOB;-;13/09/2016;JABOATAO DOS GUARARAPES;PE;Gasolina
Posto Dom Helder Ltda;Rua Doutor Aniceto Varejao, S/n;Candeias;DISLUB;3,599;NaN;-;-;13/09/2016;JABOATAO DOS GUARARAPES;PE;Gasolina
Servicar S/a;Avenida Armindo Moura, 461;Piedade;PETROBRAS DISTRIBUIDORA S.A.;3,599;3.188;FOB;-;13/09/2016;JABOATAO DOS GUARARAPES;PE;Gasolina
Posto Nossa Senhora Aparecida Ltda;Estrada da Batalha, 388 0;Prazeres;BRANCA;3,599;3.09;CIF;FEDERAL;13/09/2016;JABOATAO DOS GUARARAPES;PE;Gasolina
Jm Combustiveis Ltda.;Avenida Presidente Juscelino Kubitschek, S/n;Centro;BRANCA;3,68;3.189;FOB;DISLUB;14/09/2016;LAJEDO;PE;Gasolina
I. de Medeiros Sales Combustíveis;Rua Duque de Caxias, 775;Centro;BRANCA;3,69;NaN;-;-;14/09/2016;LAJEDO;PE;Gasolina
I. de Medeiros Sales Combustíveis;Avenida Presidente Juscelino Kubitschec, 990;Centro;BRANCA;3,69;NaN;-;-;14/09/2016;LAJEDO;PE;Gasolina
Jose Ferreira Rosa & Cia Ltda;Avenida Presidente Juscelino, 1158;Centro;ALESAT;3,699;3.241;FOB;-;14/09/2016;LAJEDO;PE;Gasolina
Santana & Fernandes Combustíveis Ltda.;Avenida Agamenon Magalhaes, 160 A;Centro;BRANCA;3,699;NaN;-;-;14/09/2016;LAJEDO;PE;Gasolina
R Rosendo Amorim Me;Avenida 19 de Maio, 531;Centro;BRANCA;3,699;NaN;-;-;14/09/2016;LAJEDO;PE;Gasolina
247 Comercio Ltda;Avenida Governadorcarlos de Lima Cavalcante, 2935;Casa Caiada;TOTAL;3,399;NaN;-;-;13/09/2016;OLINDA;PE;Gasolina
R. J. Combustíveis e Lubrificantes Ltda.;Avenida Fagundes Varela, 229;Jardim Atlantico;PETROBRAS DISTRIBUIDORA S.A.;3,499;3.153;FOB;-;13/09/2016;OLINDA;PE;Gasolina
Postos Apm Ltda;Avenida Governador Carlos de Lima Cavalcanti, 2570 0;Casa Caiada;PETROBRAS DISTRIBUIDORA S.A.;3,499;3.197;FOB;-;13/09/2016;OLINDA;PE;Gasolina
Distribuidora R. S. Derivados de Petróleo Ltda.;Rua Joaquim Elisio Maia e Silva, 33;Casa Caiada;ALESAT;3,499;3.185;FOB;-;13/09/2016;OLINDA;PE;Gasolina
Jardim Atlântico Combustiveis Ltda;Avenida Fagundes Varela, 100 Esquina Com O. Magalhaes;Jardim Atlantico;IPIRANGA;3,499;3.284;FOB;-;13/09/2016;OLINDA;PE;Gasolina
Posto Xingu Ltda.;Avenida Frederico Lundgren, 820 0;Rio Doce;RAIZEN;3,499;NaN;-;-;13/09/2016;OLINDA;PE;Gasolina
Rio Doce Combustíveis Ltda.;Avenida Coronelfrederico Lundgren, 495;Rio Doce;RAIZEN;3,499;3.179;FOB;-;13/09/2016;OLINDA;PE;Gasolina
Transportadora e Distribuidora R & D Derivados de Petroleo Ltda;Avenida Rui Barbosa, S/n;Jardim Atlântico;BRANCA;3,57;3.154;FOB;TORRAO;13/09/2016;OLINDA;PE;Gasolina
Silva Sobrinho Combustíveis Ltda.;Avenida Doutor Jose Augusto Moreira, 1300;Casa Caiada;IPIRANGA;3,599;3.281;CIF;-;13/09/2016;OLINDA;PE;Gasolina
.posto Enseada do Norte Ltda;Avenida Carlos Lima Cavalcanti, 2314 0;Casa Caiada;BRANCA;3,599;NaN;-;-;13/09/2016;OLINDA;PE;Gasolina
Auto Posto Jardim Atlantico Ltda;Avenida Governador Carlos de Lima Cavalcante, 4080 0;Rio Doce;IPIRANGA;3,69;3.296;FOB;-;13/09/2016;OLINDA;PE;Gasolina
Wps Derivados de Petróleo Ltda.;Avenida Antonio Cabral de Souza, 1185;Nobre;BRANCA;3,349;3.222;FOB;RAIZEN;12/09/2016;PAULISTA;PE;Gasolina
Wms Supermercados do Brasil Ltda;Avenida Antonio Cabral de Souza, 1660 Quadra 445 / Anexo Ao Hiper;Maranguape I;BRANCA;3,358;3.449;CIF;DPPI;12/09/2016;PAULISTA;PE;Gasolina
Posto Frei Damião Ltda. - Me.;Rodovia Pe 22, S/n Km 1,44 - Quadra 10, Lotes 07 À 10;Nova Paulista / Nobre;BRANCA;3,359;NaN;-;-;12/09/2016;PAULISTA;PE;Gasolina
Posto Maria Farinha Ltda;Avenida Doutor Claudio Jose Gueiros Leite, 9064;N.senhora do O;BRANCA;3,37;NaN;-;-;12/09/2016;PAULISTA;PE;Gasolina
Rema Petroleo Ltda - Epp;Avenida Antonio Cabral de Souza, 7001;Nossa Senhora da Conceicao;BRANCA;3,377;3.325;CIF;DPPI;12/09/2016;PAULISTA;PE;Gasolina
Auto Posto Vasconcelos Ltda.;Rodovia Pe 22, S/n Km 03;Maranguape Ii;BRANCA;3,379;NaN;-;-;12/09/2016;PAULISTA;PE;Gasolina
M Seabra & Cia Ltda;Rodovia Pe 15, 250 Km 17;Artur Lundgren I;BRANCA;3,39;3.08;FOB;TOTAL;12/09/2016;PAULISTA;PE;Gasolina
Posto Shoping Ltda;Rod Pe 15, 120;Artur Lundgren Ii;FEDERAL;3,39;3.145;FOB;-;12/09/2016;PAULISTA;PE;Gasolina
Master Posto Ltda.;Rodovia Br 101 - Norte, 58;Paratibe;RAIZEN;3,399;NaN;-;-;12/09/2016;PAULISTA;PE;Gasolina
Posto Atlantida Ltda;Rua 24, S/n Margem Pe 22 - Km 05;Maranguape I;BRANCA;3,399;3.12;CIF;TOTAL;12/09/2016;PAULISTA;PE;Gasolina
Vip Postos e Serviços Ltda;Rua Prefeito José Eustaquio de Queiros, 220;Centro;PETROBRAS DISTRIBUIDORA S.A.;3,499;3.204;FOB;-;12/09/2016;PAULISTA;PE;Gasolina
Posto Paizao Ltda;Rodovia Br 428, S/n Km 185;Zona Urbana;PETROBRAS DISTRIBUIDORA S.A.;3,96;3.297;FOB;-;14/09/2016;PETROLINA;PE;Gasolina
Jose Benedito Vieira;Avenida Sete de Setembro, 312 A;José e Maria;PETROBRAS DISTRIBUIDORA S.A.;4,08;3.528;CIF;-;14/09/2016;PETROLINA;PE;Gasolina
Guimarães & Uchoa Ltda.;Rodovia Br 407, S/n;Jardim Amazonas;PETROBRAS DISTRIBUIDORA S.A.;4,097;3.528;CIF;-;14/09/2016;PETROLINA;PE;Gasolina
,posto de Comercialização de Comb. Leão do Norte Ltda.;Rua Coronel Amorim, 12;Centro;IPIRANGA;4,099;3.635;CIF;-;14/09/2016;PETROLINA;PE;Gasolina
Jose e Maria Comercio de Derivados de Petroleo Ltda - Epp.;Rua Tres Marias, 50;José e Maria;RAIZEN;4,099;NaN;-;-;14/09/2016;PETROLINA;PE;Gasolina
Safra Comercio de Derivados de Petroleo Ltda;Avenida da Integração, 269;Vila Eduardo;PETROBRAS DISTRIBUIDORA S.A.;4,099;3.272;FOB;-;14/09/2016;PETROLINA;PE;Gasolina
Safra Comercio de Derivados de Petroleo Ltda;Avenida Monsenhor Ângelo Sampaio, 55;Centro;PETROBRAS DISTRIBUIDORA S.A.;4,099;3.272;CIF;-;14/09/2016;PETROLINA;PE;Gasolina
Galdino Comércio de Derivados de Petróleo Ltda.;Avenida São Francisco, 166;Areia Branca;RAIZEN;4,099;NaN;-;-;14/09/2016;PETROLINA;PE;Gasolina
Auto Posto Gene Ltda;Rua Pilão Arcado, 267;Jardim Maravilha;ALESAT;4,099;NaN;-;-;14/09/2016;PETROLINA;PE;Gasolina
Auto Posto Vale do Sao Francisco Ltda;Rodovia Br 428, S/n Km 03;José e Maria;PETROBRAS DISTRIBUIDORA S.A.;4,099;NaN;-;-;14/09/2016;PETROLINA;PE;Gasolina
Petropostos Ltda.;Avenida Monsenhorangelo Sampaio, S/n;Vila Eduardo;BRANCA;4,099;NaN;-;-;14/09/2016;PETROLINA;PE;Gasolina
,santa Clara Derivados de Petróleo Ltda;Avenida Coronel Antonio Honorato Viana, 331;Gercino Coelho;PETROBRAS DISTRIBUIDORA S.A.;4,099;NaN;-;-;14/09/2016;PETROLINA;PE;Gasolina
Massape Petroleo Ltda;Rua Barao do Rio Branco, 719 Km 02;Centro;PETROBRAS DISTRIBUIDORA S.A.;4,099;3.356;FOB;-;14/09/2016;PETROLINA;PE;Gasolina
Mercantil Leal Ltda;Rua Padre Ingles, 266;Boa Vista;FEDERAL;3,33;3.07;FOB;-;13/09/2016;RECIFE;PE;Gasolina
P G Comércio de Combustíveis Ltda;Rua Monte Castelo, 35;Boa Vista;BRANCA;3,339;NaN;-;-;13/09/2016;RECIFE;PE;Gasolina
R C Lins e Mello & Cia;Avenida Visconde de Suassuna, 646;Santo Amaro;BRANCA;3,349;3.125;CIF;TEMAPE;13/09/2016;RECIFE;PE;Gasolina
Postos F V V Ltda;Avenida Militar, 550;Recife Antigo;RAIZEN;3,379;3.088;CIF;-;13/09/2016;RECIFE;PE;Gasolina
Posto Tacaruna Ltda;Avenida Cruz Cabuga, 991;Santo Amaro;RAIZEN;3,399;NaN;-;-;13/09/2016;RECIFE;PE;Gasolina
Investgas Locacao e Investimento Limitada;Rodovia Br 101 Norte Km13, S/n;Corrego do Jenipapo;IPIRANGA;3,399;3.155;FOB;-;13/09/2016;RECIFE;PE;Gasolina
Carrefour Comercio e Industria Ltda;Rua José Bonifácio, 1315 Parte;Torre;RAIZEN;3,499;3.175;CIF;-;13/09/2016;RECIFE;PE;Gasolina
Wanderley e Claudenier Ltda;Avenida Joaquim Ribeiro, 40;Caxanga;RAIZEN;3,499;3.185;CIF;-;13/09/2016;RECIFE;PE;Gasolina
Cleonice Maria da Silva Sobral;Avenida Beberibe, 4668 0;Beberibe;BRANCA;3,499;3.22;CIF;PETROBRAS DISTRIBUIDORA S.A.;13/09/2016;RECIFE;PE;Gasolina
Petrovel Petróleo Veloso Ltda.;Avenida Alfredo Lisboa, 173 Terreo;Bairro do Recife;PETROBRAS DISTRIBUIDORA S.A.;3,499;NaN;-;-;13/09/2016;RECIFE;PE;Gasolina
Posto Capri Comércio de Petróleo Ltda.;Avenida General San Martins, 625;Cordeiro;TOTAL;3,499;3.095;FOB;-;13/09/2016;RECIFE;PE;Gasolina
Posto Sophia Ltda.;Avenida Caxanga, 5405 Predio;Caxanga;IPIRANGA;3,499;3.344;FOB;-;13/09/2016;RECIFE;PE;Gasolina
Mf Comércio de Derivados de Petróleo Ltda.;Avenida Joaquim Ribeiro, 1345;Várzea;BRANCA;3,499;NaN;-;-;13/09/2016;RECIFE;PE;Gasolina
Petro Caxanga Ltda;Avenida Caxangá, 4335;Iputinga;DISLUB;3,599;NaN;-;-;13/09/2016;RECIFE;PE;Gasolina
Armosa Distribuidora Ltda;Rua Cais de Santa Rita, 30;Sao Jose;IPIRANGA;3,689;NaN;-;-;13/09/2016;RECIFE;PE;Gasolina
Ac Norte Ltda;Avenida Norte, 1002;Santo Amaro;BRANCA;3,699;3.083;CIF;FAN;13/09/2016;RECIFE;PE;Gasolina
Posto Abastecimento Sao Jose Ltda;Rua Imperial, 457 0;São José;PETROBRAS DISTRIBUIDORA S.A.;3,699;3.197;FOB;-;13/09/2016;RECIFE;PE;Gasolina
Soledade Combustíveis Ltda.;Rua Joao Fernandes Vieira, 386;Soledade;RAIZEN;3,699;3.198;FOB;-;13/09/2016;RECIFE;PE;Gasolina
Dix Empreendimentos Ltda;Rua Dom Bosco, 1104;Boa Vista;PETROBRAS DISTRIBUIDORA S.A.;3,799;3.272;FOB;-;13/09/2016;RECIFE;PE;Gasolina
Terezinha Moura Andrade;Largo do Mercado do Cordeiro, S/n Box 74/79;Cordeiro;DISLUB;3,799;3.233;CIF;-;13/09/2016;RECIFE;PE;Gasolina
Servicar S/a;Avenida Manoel Borba, 410;Boa Vista;PETROBRAS DISTRIBUIDORA S.A.;3,799;3.201;FOB;-;13/09/2016;RECIFE;PE;Gasolina
Posto Albatex Ltda;Avenida Professor Moraes Rego, 670;Cidade Universitária;IPIRANGA;3,899;3.382;CIF;-;13/09/2016;RECIFE;PE;Gasolina
Ana Maria de Carvalho Soares Combustíveis - Me.;Rodovia Br 116, S/n Km 25;Nossa Senhora Aparecida;BRANCA;3,799;3.08;FOB;TOTAL;12/09/2016;SALGUEIRO;PE;Gasolina
Fernando Silvino de Lima Comercio Varejista de Combustiveis Ltda;Rua Joao Veras de Siqueira, 1721;Ns Aparecida;RAIZEN;3,919;NaN;-;-;12/09/2016;SALGUEIRO;PE;Gasolina
Rnunnes Combustíveis & Lubrificantes Ltda.;Rua João Veras de Siqueira, 154;Augusto de Alencar Sampaio;IPIRANGA;3,92;NaN;-;-;12/09/2016;SALGUEIRO;PE;Gasolina
Comércio de Combustíveis Cachoeira Ltda.;Rua Joao Veras de Siqueira, 2063;Nossa Senhora Aparecida;PETROBRAS DISTRIBUIDORA S.A.;3,949;NaN;-;-;12/09/2016;SALGUEIRO;PE;Gasolina
Verdejante Comercial Ltda;Avenida Coronel Veremundo Soares, 1640;Nossa Senhora das Graças;PETROBRAS DISTRIBUIDORA S.A.;3,95;NaN;-;-;12/09/2016;SALGUEIRO;PE;Gasolina
Salgueiro Petróleo Ltda.;Rua Joaquim Sampaio, 856;Nossa Senhora Aparecida;PETROBRAS DISTRIBUIDORA S.A.;3,987;NaN;-;-;12/09/2016;SALGUEIRO;PE;Gasolina
Salgueiro Petróleo Ltda.;Rua Alberto Soares, 29;Nossa Senhora das Graças;BRANCA;4,067;NaN;-;-;12/09/2016;SALGUEIRO;PE;Gasolina
A. O. Combustíveis Ltda.;Rua Bela Vista, 1467;Cruz Alta;BRANCA;3,54;NaN;-;-;12/09/2016;SANTA CRUZ DO CAPIBARIBE;PE;Gasolina
Auto Posto Combustiveis Mi Ltda;Rodovia Pe 160 Km 7,1, S/n;Vila Oscarzao;ALESAT;3,59;NaN;-;-;12/09/2016;SANTA CRUZ DO CAPIBARIBE;PE;Gasolina
Dynamus Comércio de Combustíveis Ltda.;Rodovia Pe 160, S/n Qd D, Tr, 1c, 1d, 1e;Bela Vista;PETROBRAS DISTRIBUIDORA S.A.;3,65;NaN;-;-;12/09/2016;SANTA CRUZ DO CAPIBARIBE;PE;Gasolina
Gapel Ltda.;Avenida Prefeito Braz de Lira, 561;Santo Antônio;PETROBRAS DISTRIBUIDORA S.A.;3,699;3.213;FOB;-;12/09/2016;SANTA CRUZ DO CAPIBARIBE;PE;Gasolina
Gapel Ltda.;Avenida Prefeito Braz de Lira, 1152;Nova Santa Santa Cruz;RAIZEN;3,699;3.143;FOB;-;12/09/2016;SANTA CRUZ DO CAPIBARIBE;PE;Gasolina
Posto Atual Ltda;Avenida Prefeito Braz de Lira, S/n;Malaquias Cardoso;PETROBRAS DISTRIBUIDORA S.A.;3,759;NaN;-;-;12/09/2016;SANTA CRUZ DO CAPIBARIBE;PE;Gasolina
Oliveira e Silva Comércio de Combustíveis Ltda.;Rod. Pe Km 06, S/n;Oscasão;IPIRANGA;3,789;NaN;-;-;12/09/2016;SANTA CRUZ DO CAPIBARIBE;PE;Gasolina
Posto de Combustiveis Moura e Santos Ltda;Rodovia Pe 320, S/n Km 114 Faz Carnauba;Zona Rural;BRANCA;3,79;NaN;-;-;13/09/2016;SERRA TALHADA;PE;Gasolina
A.p.f. de Lima Siqueira & Cia. Ltda.;Rua Joca Magalhães, 533;Nossa Senhora da Penha;PETROBRAS DISTRIBUIDORA S.A.;3,87;NaN;-;-;13/09/2016;SERRA TALHADA;PE;Gasolina
M e dos Santos Combustiveis Ltda - Epp;Avenida Miguel Nunes de Souza, 684;Sao Cristovao;BRANCA;3,899;NaN;-;-;13/09/2016;SERRA TALHADA;PE;Gasolina
São Cristovão Comercio de Produtos Derivados de Petroleo Ltda;Avenida Joao Gomes de Lucena, 3478 Km 412 Ao Km 414;Sao Cristovao;IPIRANGA;3,899;3.286;CIF;-;13/09/2016;SERRA TALHADA;PE;Gasolina
Posto de Combustíveis Bernardinho e Silva Ltda.;Rua Comandante Superior, 1213;Nossa Senhora da Penha;IPIRANGA;3,9;NaN;-;-;13/09/2016;SERRA TALHADA;PE;Gasolina
Comercial Alto Santo Ltda;Avenida João Gomes de Lucena, 4097;São Cristóvão;DISLUB;3,929;3.255;CIF;-;13/09/2016;SERRA TALHADA;PE;Gasolina
Ribeirão Combustíveis e Lubrificantes Ltda.;Rodovia Br 232, S/n, S/n Km 393;Varzinho;PETROBRAS DISTRIBUIDORA S.A.;3,989;NaN;-;-;13/09/2016;SERRA TALHADA;PE;Gasolina
Cruzeiro do Nordeste Combustíveis Limitada.;Rodovia Br 232, S/n Km 279;Cruzeiro do Nordeste;RAIZEN;3,689;3.184;FOB;-;12/09/2016;SERTANIA;PE;Gasolina
Posto Novo Rio da Barra Ltda.;Rodovia Br 232, S/n Km 320;Rio da Barra;SP;3,85;NaN;-;-;12/09/2016;SERTANIA;PE;Gasolina
